Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages,First_UdeA_Author,Año,Tipo,Autor(es),Artículo,Vol.,pág.,Revista,Grupo,Clasificación Colciencias,Factor de Impacto,Area,Cites,Simple,Estudiantes
2013,Internacional,"Reyes-Gómez, E; Cavalcanti, SB; Oliveira, LE; ",Journal of Physics-Condensed Matter,25,75901.0,0953-8984,Omnidirectional suppression of Anderson localization of light in disordered one-dimensional photonic superlattices,,,GES: Estado Sólido,10.1088/0953-8984/25/7/075901,,,Reyes Gómez Ernesto Amador,A1,"2,355",,-1.0,Reyes Gómez Ernesto Amador,2013,Internacional,"Reyes-Gómez, E; Cavalcanti, SB; Oliveira, LE; ",Omnidirectional suppression of Anderson localization of light in disordered one-dimensional photonic superlattices,25,75901.0,Journal of Physics-Condensed Matter,GES: Estado Sólido,A1,"2,355",Teórica,2,omnidirectionalsuppressionofandersonlocalizationoflightindisorderedonedimensionalphotonicsuperlattices,Desconocido
2013,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,138,53.0,0022-2313,Properties of the second and third harmonics generation in a quantum disc with inverse square potential. A modeling for nonlinear optical responses of a quantum ring,,,GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2013.01.032,,,Carlos Duque Echeverri,A1,"2,144",,8.0,Carlos Duque Echeverri,2013,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ",Properties of the second and third harmonics generation in a quantum disc with inverse square potential. A modeling for nonlinear optical responses of a quantum ring,138,53.0,Journal of Luminescence,GMC: Grupo de Materia Condensada,A1,"2,144",Teórica,12,propertiesofthesecondandthirdharmonicsgenerationinaquantumdiscwithinversesquarepotentialamodelingfornonlinearopticalresponsesofaquantumring,Carlos Mario Duque Jiménez
2013,Internacional,"Mora-Ramos, ME; Duque, CA; ",Physica B,415,72.0,0921-4526,Exciton states in GaAs δ-doped systems under magnetic fields and hydrostatic pressure,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,327",,5.0,Carlos Duque Echeverri,2013,Internacional,"Mora-Ramos, ME; Duque, CA; ",Exciton states in GaAs δ-doped systems under magnetic fields and hydrostatic pressure,415,72.0,Physica B,GMC: Grupo de Materia Condensada,A1,"1,327",Teórica,3,excitonstatesingaasdopedsystemsundermagneticfieldsandhydrostaticpressure,Desconocido
2013,Internacional,"Rojas-Briseño, JG; Martínez-Orozco, JC; Rodríguez-Vargas, I; Mora-Ramos, ME; Duque, CA; ",Physica B,424,13.0,0921-4526,Nonlinear absorption coefficient and relative refraction index change for an asymmetrical double δ-doped quantum well in GaAs with a Schottky barrier potential,,,GMC: Grupo de Materia Condensada,10.1557/opl.2012.1609,,,Carlos Duque Echeverri,A1,"1,327",,7.0,Carlos Duque Echeverri,2013,Internacional,"Rojas-Briseño, JG; Martínez-Orozco, JC; Rodríguez-Vargas, I; Mora-Ramos, ME; Duque, CA; ",Nonlinear absorption coefficient and relative refraction index change for an asymmetrical double δ-doped quantum well in GaAs with a Schottky barrier potential,424,13.0,Physica B,GMC: Grupo de Materia Condensada,A1,"1,327",Teórica,4,nonlinearabsorptioncoefficientandrelativerefractionindexchangeforanasymmetricaldoubledopedquantumwellingaaswithaschottkybarrierpotential,Desconocido
2012,Internacional,"Rodríguez-Magdaleno, KA; Martínez-Orozco, JC; Rodríguez-Vargas, I; Mora-Ramos, ME; Duque, CA; ",MRS Proceedings,1479,133.0,0000-0000,Nonlinear optical properties related to intersubband transitions in asymmetrical double δ-doped GaAs; effects of an applied electric field,,,GMC: Grupo de Materia Condensada,10.1557/opl.2012.1610,,,Carlos Duque Echeverri,00,"-1,0",,6.0,Carlos Duque Echeverri,2012,Internacional,"Rodríguez-Magdaleno, KA; Martínez-Orozco, JC; Rodríguez-Vargas, I; Mora-Ramos, ME; Duque, CA; ",Nonlinear optical properties related to intersubband transitions in asymmetrical double δ-doped GaAs; effects of an applied electric field,1479,133.0,MRS Proceedings,GMC: Grupo de Materia Condensada,00,"-1,0",Teórica,0,nonlinearopticalpropertiesrelatedtointersubbandtransitionsinasymmetricaldoubledopedgaaseffectsofanappliedelectricfield,Desconocido
2009,Internacional,"Cano, MF; Restrepo, JS; Ruden, A; González, JM; Sequeda, F; ",Society of Vacuum Coaters,52,37.0,0000-0000,"The Effect of Substrate Temperatures on Tribological Behavior of Ti-Al-N Coating Deposited by Magnetron Sputtering, Rev",,,MS: Magnetismo y Simulación,Not DOI,,,Restrepo Cárdenas Johans,00,"-1,0",,7.0,Restrepo Cárdenas Johans,2009,Internacional,"Cano, MF; Restrepo, JS; Ruden, A; González, JM; Sequeda, F; ","The Effect of Substrate Temperatures on Tribological Behavior of Ti-Al-N Coating Deposited by Magnetron Sputtering, Rev",52,37.0,Society of Vacuum Coaters,MS: Magnetismo y Simulación,00,"-1,0",Teórica,11,theeffectofsubstratetemperaturesontribologicalbehavioroftialncoatingdepositedbymagnetronsputteringrev,Desconocido
2013,Internacional,"Klasen, Michael; Yaguna, Carlos E; Ruiz-Álvarez, José D; Restrepo, Diego; Zapata, Oscar; ",Journal of Cosmology and Astroparticle Physics,2013,44.0,1475-7516,Scalar dark matter and fermion coannihilations in the radiative seesaw model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1475-7516/2013/04/044,,,Restrepo Quintero Diego Alejandro; Zapata Noreña Oscar,A1,"6,036",,-1.0,Restrepo Quintero Diego Alejandro,2013,Internacional,"Klasen, Michael; Yaguna, Carlos E; Ruiz-Álvarez, José D; Restrepo, Diego; Zapata, Oscar; ",Scalar dark matter and fermion coannihilations in the radiative seesaw model,2013,44.0,Journal of Cosmology and Astroparticle Physics,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"6,036",Teórica,16,scalardarkmatterandfermioncoannihilationsintheradiativeseesawmodel,Desconocido
2013,Internacional,"Barrera, John Fredy; Mira, Alejandro; Torroba, Roberto; ",Optics Express,21,5373.0,1094-4087,Optical encryption and QR codes: secure and noise-free information retrieval,,,GOF: Grupo Óptica y Fotónica,10.1364/OE.21.005373,,,Barrera Ramírez John Fredy; Mira Agudelo Alejandro,A1,"3,546",,6.0,Barrera Ramírez John Fredy,2013,Internacional,"Barrera, John Fredy; Mira, Alejandro; Torroba, Roberto; ",Optical encryption and QR codes: secure and noise-free information retrieval,21,5373.0,Optics Express,GOF: Grupo Óptica y Fotónica,A1,"3,546",Experimental,43,opticalencryptionandqrcodessecureandnoisefreeinformationretrieval,Desconocido
2013,Internacional,"Florez, Andres; Restrepo, Diego; Velasquez, Mauricio; Zapata, Oscar; ",Physical Review D,87,95010.0,1550-7998,Baryonic violation of R parity from anomalous U (1) H,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.87.095010,,,Restrepo Quintero Diego Alejandro; Zapata Noreña Oscar,A1,"4,691",,-1.0,Restrepo Quintero Diego Alejandro,2013,Internacional,"Florez, Andres; Restrepo, Diego; Velasquez, Mauricio; Zapata, Oscar; ",Baryonic violation of R parity from anomalous U (1) H,87,95010.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"4,691",Teórica,17,baryonicviolationofrparityfromanomalousu1h,Mauricio Velásquez López
2013,Internacional,"Barrero, CA; García, KE; Coa, JC; ",Journal of Physics and Chemistry of Solids,74,1012.0,0022-3697,Simultaneous determination of the two recoilless f-fractions of akaganeite using a single Mössbauer spectrum,,,GES: Estado Sólido,10.1016/j.jpcs.2013.02.025,,,Barrero Meneses César A.,A1,"1,527",,5.0,Barrero Meneses César A.,2013,Internacional,"Barrero, CA; García, KE; Coa, JC; ",Simultaneous determination of the two recoilless f-fractions of akaganeite using a single Mössbauer spectrum,74,1012.0,Journal of Physics and Chemistry of Solids,GES: Estado Sólido,A1,"1,527",Experimental,2,simultaneousdeterminationofthetworecoillessffractionsofakaganeiteusingasinglemssbauerspectrum,Desconocido
2013,Internacional,"Palacios, Alicia; Feist, Johannes; González‐Castrillo, Alberto; Sanz‐Vicario, José Luis; Martín, Fernando; ",ChemPhysChem,14,1456.0,1439-4235,Autoionization of molecular hydrogen: where do the Fano lineshapes go?,,,GFAM: Grupo de Física Atómica y Molecular,10.1002/cphc.201200974,,,Sanz Vicario José Luis,A1,"3,349",,8.0,Sanz Vicario José Luis,2013,Internacional,"Palacios, Alicia; Feist, Johannes; González‐Castrillo, Alberto; Sanz‐Vicario, José Luis; Martín, Fernando; ",Autoionization of molecular hydrogen: where do the Fano lineshapes go?,14,1456.0,ChemPhysChem,GFAM: Grupo de Física Atómica y Molecular,A1,"3,349",Teórica,9,autoionizationofmolecularhydrogenwheredothefanolineshapesgo,Desconocido
2013,Internacional,"Bouloufa-Maafa, Nadia; Londono, Beatriz; Borsalino, Dimitri; Vexiau, Romain; Mahecha, Jorge; Dulieu, Olivier; Luc-Koenig, Eliane; ","APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",1,1064.0,0000-0000,Study of ground state optical transfer for ultracold alkali dimers,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Mahecha Gómez Jorge E.,00,"-1,0",,-1.0,Mahecha Gómez Jorge E.,2013,Internacional,"Bouloufa-Maafa, Nadia; Londono, Beatriz; Borsalino, Dimitri; Vexiau, Romain; Mahecha, Jorge; Dulieu, Olivier; Luc-Koenig, Eliane; ",Study of ground state optical transfer for ultracold alkali dimers,1,1064.0,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",GFAM: Grupo de Física Atómica y Molecular,00,"-1,0",Teórica,0,studyofgroundstateopticaltransferforultracoldalkalidimers,Desconocido
2010,Internacional,"Zuluaga, JI; Restrepo, Cuartas; ",AGU Fall Meeting Abstracts,1,1594.0,0000-0000,Global constraints to the properties of convection-driven magnetic fields in Super Earths,,,FACOM: Física y Astrofísica Computacional,Not DOI,,,Zuluaga Callejas Jorge Iván,00,"-1,0",,-1.0,Zuluaga Callejas Jorge Iván,2010,Internacional,"Zuluaga, JI; Restrepo, Cuartas; ",Global constraints to the properties of convection-driven magnetic fields in Super Earths,1,1594.0,AGU Fall Meeting Abstracts,FACOM: Física y Astrofísica Computacional,00,"-1,0",Teórica,0,globalconstraintstothepropertiesofconvectiondrivenmagneticfieldsinsuperearths,Desconocido
2012,Internacional,"López, E; Marín, J; Osorio, J; ",Reflexión Otro¿ Cuál? _,7,47.0,0000-0000,Síntesis y caracterización de polvos de dióxido de estaño dopado con hierro (sN,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,00,"-1,0",,7.0,Osorio Vélez Jaime,2012,Internacional,"López, E; Marín, J; Osorio, J; ",Síntesis y caracterización de polvos de dióxido de estaño dopado con hierro (sN,7,47.0,Reflexión Otro¿ Cuál? _,GES: Estado Sólido,00,"-1,0",Experimental,0,sntesisycaracterizacindepolvosdedixidodeestaodopadoconhierrosn,Desconocido
2009,Internacional,"Devia, DM; Restrepo, J; Ruden, A; González, JM; Sequeda, F; Arango, PJ; ",Society of Vacuum Coaters,505,856.0,0000-0000,"The Tribological Characteristics of TiN, TiC, TiC/TiN Films Prepared by Reactive Pulsed Arc Evaporation Technique",,,MS: Magnetismo y Simulación,Not DOI,,,Restrepo Cárdenas Johans,00,"-1,0",,6333.0,Restrepo Cárdenas Johans,2009,Internacional,"Devia, DM; Restrepo, J; Ruden, A; González, JM; Sequeda, F; Arango, PJ; ","The Tribological Characteristics of TiN, TiC, TiC/TiN Films Prepared by Reactive Pulsed Arc Evaporation Technique",505,856.0,Society of Vacuum Coaters,MS: Magnetismo y Simulación,00,"-1,0",Teórica,13,thetribologicalcharacteristicsoftintictictinfilmspreparedbyreactivepulsedarcevaporationtechnique,Desconocido
2013,Internacional,"Barrera, John Fredy; Vélez, Alejandro; Torroba, Roberto; ",Journal of Optics,15,55404.0,1464-4258,Experimental multiplexing protocol to encrypt messages of any length,,,GOF: Grupo Óptica y Fotónica,10.1088/2040-8978/15/5/055404,,,Barrera Ramírez John Fredy,A1,"-1,0",,-1.0,Barrera Ramírez John Fredy,2013,Internacional,"Barrera, John Fredy; Vélez, Alejandro; Torroba, Roberto; ",Experimental multiplexing protocol to encrypt messages of any length,15,55404.0,Journal of Optics,GOF: Grupo Óptica y Fotónica,A1,"-1,0",Experimental,4,experimentalmultiplexingprotocoltoencryptmessagesofanylength,Desconocido
2013,Nacional,"Aristizábal, J; Combariza, A; Fernandez, Alejandro; Sánchez, M; ",Ingeniería e Investigación,33,29.0,0000-0000,"The effect of extrusion and drying on roller techniques concerning the rheological characteristics of rice-, corn-, sweet potato-, bean-and cassava root-and leaf-based composite flour",,,Unknown,Not DOI,,,NN,00,"-1,0",,6.0,NN,2013,Nacional,"Aristizábal, J; Combariza, A; Fernandez, Alejandro; Sánchez, M; ","The effect of extrusion and drying on roller techniques concerning the rheological characteristics of rice-, corn-, sweet potato-, bean-and cassava root-and leaf-based composite flour",33,29.0,Ingeniería e Investigación,Unknown,00,"-1,0",Desconocida,0,theeffectofextrusionanddryingonrollertechniquesconcerningtherheologicalcharacteristicsofricecornsweetpotatobeanandcassavarootandleafbasedcompositeflour,Desconocido
2003,Internacional,"Baca, E; Saldarriaga, W; Osorio, J; Campillo, G; Gómez, ME; Prieto, P; ",Journal of Applied Physics,93,8206.0,0021-4922,Quasiparticle-injection effects in YBa2Cu3O7-delta/La1/3Ca2/3MnO3/La2/3Ca1/3MnO3 heterostructures,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,A1,"1,309",,3.0,Osorio Vélez Jaime,2003,Internacional,"Baca, E; Saldarriaga, W; Osorio, J; Campillo, G; Gómez, ME; Prieto, P; ",Quasiparticle-injection effects in YBa2Cu3O7-delta/La1/3Ca2/3MnO3/La2/3Ca1/3MnO3 heterostructures,93,8206.0,Journal of Applied Physics,GES: Estado Sólido,A1,"1,309",Experimental,10,quasiparticleinjectioneffectsinyba2cu3o7deltala13ca23mno3la23ca13mno3heterostructures,Desconocido
2013,Internacional,"Miranda, Guillermo L; Mora-Ramos, ME; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,50,108.0,1386-9477,Nonlinear optical rectification associated to exciton states in asymmetric coupled double quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2013.03.008,,,Carlos Duque Echeverri,A1,"1,522",,8.0,Carlos Duque Echeverri,2013,Internacional,"Miranda, Guillermo L; Mora-Ramos, ME; Duque, CA; ",Nonlinear optical rectification associated to exciton states in asymmetric coupled double quantum wells,50,108.0,Physica E: Low-Dimensional Systems and Nanostructures,GMC: Grupo de Materia Condensada,A1,"1,522",Teórica,0,nonlinearopticalrectificationassociatedtoexcitonstatesinasymmetriccoupleddoublequantumwells,Guillermo Miranda Pedraza
2013,Internacional,"Ponce, William A; Gómez, John D; Benavides, Richard H; ",Physical Review D,87,53016.0,1550-7998,Five texture zeros and C P violation for the standard model quark mass matrices,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.87.053016,,,Ponce Gutiérrez William Alberto,A1,"4,691",,-1.0,Ponce Gutiérrez William Alberto,2013,Internacional,"Ponce, William A; Gómez, John D; Benavides, Richard H; ",Five texture zeros and C P violation for the standard model quark mass matrices,87,53016.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"4,691",Teórica,7,fivetexturezerosandcpviolationforthestandardmodelquarkmassmatrices,Desconocido
2012,Internacional,"Vargas-Montero, Maribelle; Morales, Alvaro; Cortés, Jorge; ",Revista de Biología Tropical,60,187.0,0034-7744,"Primer informe del género Gambierdiscus (Dinophyceae) y otros dinoflagelados bentónicos en el Parque Nacional Isla del Coco, Costa Rica, Pacífico Tropical Oriental",,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,13.0,Morales Aramburo Álvaro,2012,Internacional,"Vargas-Montero, Maribelle; Morales, Alvaro; Cortés, Jorge; ","Primer informe del género Gambierdiscus (Dinophyceae) y otros dinoflagelados bentónicos en el Parque Nacional Isla del Coco, Costa Rica, Pacífico Tropical Oriental",60,187.0,Revista de Biología Tropical,GES: Estado Sólido,A1,"-1,0",Teórica,0,primerinformedelgnerogambierdiscusdinophyceaeyotrosdinoflageladosbentnicosenelparquenacionalisladelcococostaricapacficotropicaloriental,Desconocido
2000,Internacional,"González, A; Quiroga, L; Rodríguez-Calonge, FJ; Rodríguez, BA; ",International Journal of Modern Physics B,14,71.0,0217-9792,Exciton formation in two-dimensional electron-hole clusters,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,A1,"0,558",,13.0,Rodríguez Rey Boris Anghelo,2000,Internacional,"González, A; Quiroga, L; Rodríguez-Calonge, FJ; Rodríguez, BA; ",Exciton formation in two-dimensional electron-hole clusters,14,71.0,International Journal of Modern Physics B,GFAM: Grupo de Física Atómica y Molecular,A1,"0,558",Teórica,0,excitonformationintwodimensionalelectronholeclusters,Desconocido
2013,Internacional,"Zuluaga, Jorge I; Bustamante, Sebastian; Cuartas, Pablo A; Hoyos, Jaime H; ",The Astrophysical Journal,770,23.0,0004-637X,The influence of thermal evolution in the magnetic protection of terrestrial planets,,,FACOM: Física y Astrofísica Computacional,10.1088/0004-637X/770/1/23,,,Zuluaga Callejas Jorge Iván,A1,"6,733",,-1.0,Zuluaga Callejas Jorge Iván,2013,Internacional,"Zuluaga, Jorge I; Bustamante, Sebastian; Cuartas, Pablo A; Hoyos, Jaime H; ",The influence of thermal evolution in the magnetic protection of terrestrial planets,770,23.0,The Astrophysical Journal,FACOM: Física y Astrofísica Computacional,A1,"6,733",Teórica,13,theinfluenceofthermalevolutioninthemagneticprotectionofterrestrialplanets,Desconocido
2013,Internacional,"Barrera, John Fredy; Trejos, Sorayda; Tebaldi, Myrian; Torroba, Roberto; ",Journal of Optics,15,55406.0,1464-4258,Experimental protocol for packaging and encrypting multiple data,,,GOF: Grupo Óptica y Fotónica,10.1088/2040-8978/15/5/055406,,,Barrera Ramírez John Fredy,A1,"-1,0",,-1.0,Barrera Ramírez John Fredy,2013,Internacional,"Barrera, John Fredy; Trejos, Sorayda; Tebaldi, Myrian; Torroba, Roberto; ",Experimental protocol for packaging and encrypting multiple data,15,55406.0,Journal of Optics,GOF: Grupo Óptica y Fotónica,A1,"-1,0",Experimental,4,experimentalprotocolforpackagingandencryptingmultipledata,Sorayda Trejos Gonzalez 
2013,Internacional,"Gómez-Urrea, HA; Toledo-Solano, M; Mora-Ramos, ME; Reyes-Gómez, E; ",Optical and Quantum Electronics,45,813.0,0306-8919,Properties of plasmon-polariton modes in one-dimensional photonic superlattices made of Rudin-Shapiro bases,,,GES: Estado Sólido,10.1007/s11082-013-9683-3,,,Reyes Gómez Ernesto Amador,A2,"0,987",,16.0,Reyes Gómez Ernesto Amador,2013,Internacional,"Gómez-Urrea, HA; Toledo-Solano, M; Mora-Ramos, ME; Reyes-Gómez, E; ",Properties of plasmon-polariton modes in one-dimensional photonic superlattices made of Rudin-Shapiro bases,45,813.0,Optical and Quantum Electronics,GES: Estado Sólido,A2,"0,987",Teórica,2,propertiesofplasmonpolaritonmodesinonedimensionalphotonicsuperlatticesmadeofrudinshapirobases,Desconocido
