Article,Cites,Year
"Mössbauer study of SnO2 powders doped with dilute 57Fe prepared by a sol-gel methodK Nomura, C Barrero, J Sakuma, M Takeda
Czechoslovak Journal of Physics 56 (3), E75-E81",11,2006
"RE-INTERPRETACIÓN DEL ESPECTRO MÖSSBAUER DE LA AKAGANEITAKE García, CA Barrero, AL Morales, JM Greneche
Revista Colombiana de Física 38 (4)",,2006
"Quantum and Classical Description of H Atom Under Magnetic Field and Quadrupole Trap PotentialJ Mahecha, JP Salas
THE PHYSICS OF IONIZED GASES: 23rd Summer School and International Symposium ...",,2006
"ESTUDIO DE LA RELAJACIÓN Y COMPORTAMIENTO CRÍTICO EN PELÍCULAS DELGADAS DE MAGNETITAJ Mazo-Zuluaga, J Restrepo
Revista Colombiana de Física 38 (4)",,2006
"Simulación Monte Carlo de películas delgadas ferromagnéticasP Cossio, J Mazo-Zuluaga, J Restrepo
Revista Colombiana de Física 38 (4), 1475",,2006
"Estudio mössbauer de hematita molida mecánicamenteJM Florez, JMZH Casanova, J Restrepo
Revista Colombiana de Física 38 (4), 1503",3,2006
"MAGNETIC PROPERTIES OF MAGHEMITE NANOPARTICLES: A HEISENBERG–MONTE CARLO STUDYJ Restrepo, Y Labaye, JM Greneche
Revista Colombiana De Fisica 38 (4)",10,2006
"Lepton masses and mixing without Yukawa hierarchiesWA Ponce, O Zapata
Physical Review D 74 (9), 093007",10,2006
"Production of excited atomic hydrogen and deuterium from H2 and D2 photodissociationJD Bozek, JE Furst, TJ Gay, H Gould, ALD Kilcoyne, JR Machacek, ...
Journal of Physics B: Atomic, Molecular and Optical Physics 39 (23), 4871",25,2006
"A multiexcitonic quantum dot in an optical microcavityH Vinck, BA Rodriguez, A Gonzalez
Physica E: Low-dimensional Systems and Nanostructures 35 (1), 99-102",9,2006
"Band structure and band-gap control in photonic superlatticesSB Cavalcanti, M de Dios-Leyva, E Reyes-Gómez, LE Oliveira
Physical Review B 74 (15), 153102",21,2006
"Prevailing effects of interference or diffraction by multiple aperturesO Quintero, JF Barrera, R Henao, FF Medina
Optics communications 266 (2), 558-561",3,2006
"Electron spin resonance and magnetization in La 0.67 Ca 0.33 MnO 3 thin filmsO Arnache, P Monod, N Bontemps, D Giratá, P Prieto
Physica B: Condensed Matter 384 (1), 71-73",1,2006
"Magnetite thin films: A simulational approachJ Mazo-Zuluaga, J Restrepo
Physica B: Condensed Matter 384 (1), 224-226",12,2006
"Critical behavior of ferromagnetic Ising thin filmsP Cossio, J Mazo-Zuluaga, J Restrepo
Physica B: Condensed Matter 384 (1), 227-229",23,2006
"Surface anisotropy in maghemite nanoparticlesJ Restrepo, Y Labaye, JM Greneche
Physica B: Condensed Matter 384 (1), 221-223",38,2006
"New contributions to the understanding of rust layer formation in steels exposed to a total immersion testKE García, AL Morales, CA Barrero, JM Greneche
Corrosion Science 48 (9), 2813-2830",53,2006
"Effects of in-plane magnetic fields on the electronic cyclotron effective mass and Landé factor in GaAs-(Ga, Al) As quantum wellsE Reyes-Gómez, CA Perdomo Leiva, LE Oliveira, M Dios-Leyva
Brazilian journal of physics 36 (3B), 858-861",,2006
"Correlated electron-hole transitions in bulk GaAs and GaAs-(Ga, Al) As quantum wells: effects of applied electric and in-plane magnetic fieldsCA Duque, LE Oliveira, M Dios-Leyva
Brazilian journal of physics 36 (3B), 1038-1041",1,2006
"Hydrostatic pressure and electric-field effects on the shallow donor impurity states in GaAs-Ga0. 7Al0. 3As quantum-well wiresJW González, N Porras-Montenegro, CA Duque
Brazilian journal of physics 36 (3B), 944-947",5,2006
"Donor-related optical absorption spectra for a GaAs-Ga0. 7Al0. 3As double quantum well under hydrostatic pressure and applied electric field effectsAL Morales, N Raigoza, CA Duque
Brazilian journal of physics 36 (3B), 862-865",19,2006
"Electronic states in n-type GaAs delta-doped quantum wells under hydrostatic pressureME Mora-Ramos, CA Duque
Brazilian journal of physics 36 (3B), 866-868",16,2006
"Leptonic charged Higgs decays in the Zee modelDA Sierra, D Restrepo
Journal of High Energy Physics 2006 (08), 036",27,2006
"MARINE CORROSION OF IRON: MATHEMATICAL MODELLING OF THE PROCESSES AND MEASUREMENT OF LOST MASS.FR Pérez, KE García, AL Morales, LC Sánchez, JD Arboleda, JM Mira, ...
Revista Colombiana de Física 38 (3)",1,2006
"Generation of supernova neutrino signals by Monte Carlo sampling of stellar core collapse simulationsJI Zuluaga
IAU Joint Discussion 9, 34",,2006
"Self-similarity and anti-self-similarity of the effective Landé g⊥ factor in GaAs−(Ga, Al) As Fibonacci superlattices under in-plane magnetic fieldsE Reyes-Gómez, CA Perdomo-Leiva, M de Dios-Leyva, LE Oliveira
Physical Review B 74 (3), 033314",17,2006
"New analysis of the M? ssbauer spectra of akaganeiteCA Barrero, AL Morales, S Kodjikian, JM Greneche
Journal of Physics: Condensed Matter 18 (29), 6827",44,2006
"Infinite potential barrier and hydrostatic pressure effects on impurity-related optical absorption spectra in GaAs double quantum wellsN Raigoza, AL Morales, CA Duque
Brazilian journal of physics 36 (2A), 350-353",5,2006
"Binding energy and photoionization cross-section in GaAs quantum well-wires and quantum dots: magnetic field and hydrostatic pressure effectsJD Correa, N Porras-Montenegro, CA Duque
Brazilian journal of physics 36 (2A), 387-390",20,2006
"Approximate consistency condition from a running spectral index in slow-roll inflationary modelsDJH Chung, AE Romano
Physical Review D 73 (10), 103510",11,2006
"Multiple image encryption using an aperture-modulated optical systemJF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optics communications 261 (1), 29-33",56,2006
"Phenomenology of the SU (3) _c\ otimes SU (3) _L\ otimes U (1) _X model with right-handed neutrinosDA Gutierrez, WA Ponce, LA Sanchez
The European Physical Journal C-Particles and Fields 46 (2), 497-509",28,2006
"Study of the SU (3) C⊗ SU (3) L⊗ U (1) X model with the minimal scalar sectorDA Gutiérrez, WA Ponce, LA Sánchez
International Journal of Modern Physics A 21 (10), 2217-2235",35,2006
"MORPHOLOGICAL ANALYSIS AND CLASSIFICATION OF TYPES OF SURFACE CORROSION DAMAGE BY DIGITAL IMAGE PROCESSING.R Garzón, C Barrero, KE García, F Pérez, J Galeano, A Salazar, H Lorduy
Revista Colombiana de Física 38 (2)",1,2006
"Propiedades estructurales y magnéticas de hematitas puras sometidas a aleamiento mecánico en aireLC Sánchez, F Perez, JD Arboleda, C Saragovi, C Barrero
Revista Colombiana de Física 38 (2), 497",1,2006
"Hematite thin films: growth and characterizationJD Uribe, J Osorio, CA Barrero, D Girata, AL Morales, A Devia, ME Gomez, ...
Hyperfine interactions 169 (1-3), 1355-1362",7,2006
"Precisión en la detección de desplazamientos transversales empleando la técnica de tres puntosA Mira, JH Serna, EA Rueda
Revista Colombiana de Física 38 (2), 569",,2006
"Implementación de un filtro de muestreo como sensor de frente de onda tipo hartmannA Mira, JF Barrera, C Macias
Revista Colombiana de Física 38 (2), 573",,2006
"Efecto combinado de presión hidrostática y campos eléctrico y magnético sobre la recombinación electrón-hueco en pozos cuánticos de GAAS-(GA, AL) ASE Tangarife, M de Dios-Leyva, CA Duque
Revista Colombiana de Física 38 (2), 517",2,2006
"ESTADOS DE POLARIZACIÓN Y NOTACIÓN DE DIRAC.C Parra, R Henao
Revista Colombiana de Física 38 (2)",,2006
"Multiplexing encrypted data by using polarized lightJF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optics communications 260 (1), 109-112",80,2006
"A Supersymmetric Three-Family Model Without HiggsinosWA Ponce, LA Sánchez
High Energy Physics 1, 208-211",,2006
"Multiplexing encryption–decryption via lateral shifting of a random phase maskJF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optics communications 259 (2), 532-536",71,2006
"Time-dependent theoretical description of molecular autoionization produced by femtosecond xuv laser pulsesJL Sanz-Vicario, H Bachau, F Martín
Physical Review A 73 (3), 033410",79,2006
"Defect-induced Ferromagnetism in Insulators without Magnetic Ions: The Case of Cation Vacancy in CaOJ Osorio-Guillen, S Lany, SV Barabash, A Zunger
APS Meeting Abstracts 1, 20001",,2006
"Hydrostatic‐pressure effects on the correlated electron–hole transition energies in GaAs–Ga1–xAlxAs semiconductor quantum wellsN Raigoza, CA Duque, E Reyes‐Gómez, LE Oliveira
physica status solidi (b) 243 (3), 635-640",13,2006
"Vacancy-solute complexes and their clusters in ironJ Kuriplach, O Melikhova, C Domain, CS Becquart, D Kulikov, L Malerba, ...
Applied surface science 252 (9), 3303-3308",29,2006
"Effects of non-parabolicity and in-plane magnetic fields on the cyclotron effective mass and g⊥-factor in GaAs-(Ga, Al) As quantum wellsM de Dios-Leyva, E Reyes-Gómez, CA Perdomo-Leiva, LE Oliveira
Physical Review B 73 (8), 085316",34,2006
"Magnetism in non-stoichiometric goethite of varying total water content and surface areaCA Barrero, JD Betancur, JM Greneche, GF Goya, TS Berquó
Geophysical Journal International 164 (2), 331-339",32,2006
"The importance of flavor in leptogenesisE Nardi, Y Nir, E Roulet, J Racker
Journal of High Energy Physics 2006 (01), 164",345,2006
"Effects of applied magnetic fields and hydrostatic pressure on the optical transitions in self-assembled InAs/GaAs quantum dotsCA Duque, N Porras-Montenegro, Z Barticevic, M Pacheco, LE Oliveira
Journal of Physics: Condensed Matter 18 (6), 1877",64,2006
"Correlated electron–hole transition energies in quantum-well wires: Effects of hydrostatic pressureN Raigoza, CA Duque, N Porras-Montenegro, LE Oliveira
Physica B: Condensed Matter 371 (1), 153-157",27,2006
"On Higgs and sphaleron effects during the leptogenesis eraE Nardi, Y Nir, J Racker, E Roulet
Journal of High Energy Physics 2006 (01), 068",88,2006
"Re-Interpretación del espectro mössbauer de la akaganeitaCA Barrero, JM Greneche, AL Morales, KE García
Revista de la Sociedad Colombiana de Física 38 (4), 1511-1514",,2006
"Estudio de la relajación y comportamiento crítico en películas delgadas de magnetitaJ Restrepo, J Mazo-Zuluaga
Revista de la Sociedad Colombiana de Física 38 (4), 1543-1546",,2006
"Caos inducido por la gravedad en cuerpos soportados por resortes inclinados.EA Gómez, BA Rodríguez Rey
Revista Colombiana de Física 38 (1)",1,2006
"Abdel-Baki, M., F. El-Diasty and FAA Wahab, Optical characterization of xTiO2–(60) x) SiO2–40Na2O glasses: II. Absorption edge, Fermi level, electronic polarizability and optical basicity 261 (2006) 65 Agrawal, GP, see Ponomarenko, SA 261 (2006) 1 Allakhverdiev, KR, T. Baykara, S. Joosten, E. Günay, AA Kaya, A. Kulibekov (Gulubayov), A. Seilmeier and E. Yu. Salaev, Anisotropy of two-photon absorption in gallium selenide at 1064 nm 261 (2006) 60JF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optics Communications 261, 383-388",,2006
"Dependencia de la respuesta óptica con el decapado químico de películas de ga1-xinxasysb1-yL Tirado-Mejía, J Osorio, J Segura, C Ortiz, NJ Gutiérrez, M De los Rios, ...
Revista Colombiana de Física 38 (1), 69",,2006
"CARACTERIZACIÓN DOSIMÉTRICA DE LOS DETECTORES DIGITALES DE RADIACIÓN DMC 2000 X.J Osorio, M Plazas, D Paul, H Olaya
Revista Colombiana de Física 38 (1)",1,2006
"Síntesis y caracterización de manganita La067Ca0. 33Mn3-aO Arnache, J Urquijo, FJ Molina, M Pérez, F Mondragón, D Giratá
Revista Colombiana de Física 38 (2), 449-452",7,2006
"SERIES EDITORIAL BOARD AND OTHER COMMITTEESCJS Salinas, OP Ravinez, RO Jimenez, T Dova, D Harari, J Anjos, ...
Proceedings of the Fifth Latin American Symposium, High Energy Physics, Lima ...",,2006
"RESONANCIA FESHBACH EN LA COLISIÓN DE ÁTOMOS DE HIDRÓGENO.BE Londono, JE Mahecha
Revista Colombiana de Física 38 (1)",,2006
"Sensibilidad al desenfoque en sistemas con placas zonales hiperbólicas equilateralesE Rueda, J Serna, A Mira
Revista Colombiana de Física 38 (1)",,2006
"Local structural order in nanostructured hematiteJM Florez, J Mazo-Zuluaga, J Restrepo
ICAME 2005, 253-259",3,2006
"Estudio monte carlo del comportamiento magnético e histerético de la magnetitaJ Mazo-Zuluaga, J Restrepo
REVISTA COLOMBIANA DE FÍSICA 38 (4), 1539",,2006
"Enhanced binomial method for hyperfine field distributions of the mechanically alloyed Fe-Si systemHS Sthepa, J Restrepo, M Fajardo, GAP Alcázar, R Rodriguez
Revista Colombiana de Física 38 (4), 1563",,2006
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Self-similarity and anti-self-similarity of the effective Lande g (bottom) factor in GaAs-(Ga, Al) AsE Reyes-Gomez, CA Perdomo-Leiva, M Dios-Leyva, LE Oliveira
Physical Review-Section B-Condensed Matter 74 (3), 33314-33400",,2006
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Effects of non-parabolicity and in-plane magnetic fields on the cyclotron effective mass and g (bottom)-factor inM Dios-Leyva, E Reyes-Gomez, CA Perdomo-Leiva, LE Oliveira
Physical Review-Section B-Condensed Matter 73 (8), 85316-85316",,2006
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Structural stability of (Ga, Mn) As from first principles: Random alloys, ordered compounds, and superlatticesJ Osorio-Guillen, YJ Zhao, SV Barabash, A Zunger
Physical Review-Section B-Condensed Matter 74 (3), 35305-35305",,2006
"RAPID COMMUNICATIONS-Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Enhancement of interactions between magnetic ions in semiconductors due to declusteringA Franceschetti, SV Barabash, J Osorio-Guillen, A Zunger, M Schilfgaarde
Physical Review-Section B-Condensed Matter 74 (24), 241303R",,2006
"Condensed Matter: Electronic Properties, etc.-Magnetism without Magnetic Ions: Percolation, Exchange, and Formation Energies of Magnetism-Promoting Intrinsic Defects in CaOJ Osorio-Guillen, S Lany, SV Barabash, A Zunger
Physical Review Letters 96 (10), 107203-107400",,2006
"Production of excited atomic hydrogen and deuterium from H₂ and D₂ photodissociation| NOVA. The University of Newcastle's Digital RepositoryJD Bozek, JE Furst, TJ Gay, H Gould, ALD Kilcoyne, JR Machacek, ...
Institute of Physics (IOP) Publishing",,2006
"Electric field effects on the shallow donor impurity states in GaAs-(Ga, Al) As quantum-well wiresJW González
Revista Colombiana de Física 38 (1), 41",,2006
"Prueba de ronchi para un espejo concavoG de Optica Aplicada
REVISTA COLOMBIANA DE FÍSICA 38 (2), 601",,2006
"Constraints on neutrino masses from a galactic supernova neutrino signal at present and future detectorsE Nardi, JI Zuluaga
Nuclear Physics B 731 (1), 140-163",9,2005
"Fault tolerances using toroidal zone plate encryptionJF Barrera, R Henao, R Torroba
Optics communications 256 (4), 489-494",11,2005
"Study of core collapse neutrino signals and constraints on neutrino masses from a future Galactic SupernovaJI Zuluaga
arXiv preprint astro-ph/0511771",,2005
"Dark matter from the scalar sector of 3-3-1 models without exotic electric chargesS Filippi, WA Ponce, LA Sánchez
EPL (Europhysics Letters) 73 (1), 142",32,2005
"Quark masses without Yukawa hierarchiesH Fanchiotti, C Garcia-Canal, WA Ponce
EPL (Europhysics Letters) 72 (5), 733",9,2005
"Microwave studies of thin manganite films on SrTiO3 substrateM Golosovsky, M Abu-Teir, D Davidov, O Arnache, P Monod, N Bontemps, ...
Journal of applied physics 98 (8), 084902-084902",5,2005
"Effects of hydrostatic pressure and applied electric fields on the exciton states in GaAs–(Ga, Al) As quantum wellsN Raigoza, CA Duque, E Reyes-Gómez, LE Oliveira
Physica B: Condensed Matter 367 (1), 267-274",20,2005
"Simulation of nitrogen adsorption–desorption isotherms. Hysteresis as an effect of pore connectivityA Ramírez, L Sierra, M Mesa, J Restrepo
Chemical engineering science 60 (17), 4702-4708",9,2005
"Optical encryption by means of the Talbot array illuminatorJF Barrera, R Henao, Z Jaroszewicz, A Kolodziejczyk
Congress on Optics and Optoelectronics, 59540I-59540I-6",,2005
"Minute details detection through Fresnel diffraction domainJ Garcia-Sucerquia, FF Medina, JF Barrera
Optics communications 253 (4), 250-256",4,2005
"Talbot effect for the periodical object limited by a finite apertureJF Barrera, R Henao, A Kolodziejczyk, Z Jaroszewicz
14th Slovak-Czech-Polish Optical Conference on Wave and Quantum Aspects of ...",,2005
"Semi‐classical calculation of resonant states of a charged particle interacting with a metallic surfaceJJ Zuluaga, J Mahecha, E Chulkov
physica status solidi (b) 242 (10), 2010-2021",,2005
"Magnetic properties of magnetite above the Verwey transition: a Monte Carlo simulationJ Mazo‐Zuluaga, J Restrepo
physica status solidi (c) 2 (10), 3540-3543",3,2005
"Tunneling and ferroelectric properties of SRO/PZT/Pt capacitor structuresE Delgado, A Cortes, W Lopera, J Osorio, P Prieto
physica status solidi (b) 242 (9), 1902-1905",4,2005
"Effects of applied magnetic fields on direct and indirect excitons in coupled semiconductor quantum wellsE Reyes‐Gómez, LE Oliveira, M de Dios‐Leyva
physica status solidi (b) 242 (9), 1829-1832",,2005
